Timestamp,Suspension1,Suspension2,Suspension3,Suspension4,Steering,RPM_FrontRight,RPM_FrontLeft,RPM_RearRight,RPM_RearLeft,Theta,Derajat,TPS,GPSS,RPM,CMA_RPM_FrontRight,CMA_RPM_FrontLeft,CMA_RPM_RearRight,CMA_RPM_RearLeft,KMPH_FrontRight,KMPH_FrontLeft,AverageSpeed
309.32,11639.0,11639.0,11639.0,11639.0,9.3,61.4,68.2,75.0,71.6,-5.7,9.3,4.66,25.3,1852.3
309.36,11139.0,11139.0,11139.0,11139.0,9.4,57.3,63.6,70.0,66.8,-5.6,9.4,4.68,25.3,1795.5
309.41,10639.0,10639.0,10639.0,10639.0,9.4,53.2,59.1,65.0,62.0,-5.6,9.4,4.7,25.3,1738.6
309.45,10139.0,10139.0,10139.0,10139.0,9.5,49.1,54.5,60.0,57.3,-5.5,9.5,4.73,25.3,1681.8
309.5,9639.0,9639.0,9639.0,9639.0,9.5,45.0,50.0,55.0,52.5,-5.5,9.5,4.75,25.3,1625.0
309.55,9139.0,9139.0,9139.0,9139.0,9.5,40.9,45.5,50.0,47.7,-5.5,9.5,4.77,25.2,1568.2
309.59,8639.0,8639.0,8639.0,8639.0,9.6,36.8,40.9,45.0,43.0,-5.4,9.6,4.8,25.2,1511.4
309.64,8139.0,8139.0,8139.0,8139.0,9.6,32.7,36.4,40.0,38.2,-5.4,9.6,4.82,25.2,1454.5
309.68,7639.0,7639.0,7639.0,7639.0,9.7,28.6,31.8,35.0,33.4,-5.3,9.7,4.84,25.2,1397.7
309.73,7139.0,7139.0,7139.0,7139.0,9.7,24.5,27.3,30.0,28.6,-5.3,9.7,4.86,25.1,1340.9
309.77,6639.0,6639.0,6639.0,6639.0,9.8,20.5,22.7,25.0,23.9,-5.2,9.8,4.89,25.1,1284.1
309.82,6139.0,6139.0,6139.0,6139.0,9.8,16.4,18.2,20.0,19.1,-5.2,9.8,4.91,25.1,1227.3
309.86,5639.0,5639.0,5639.0,5639.0,9.9,12.3,13.6,15.0,14.3,-5.1,9.9,4.93,25.1,1170.5
309.91,5139.0,5139.0,5139.0,5139.0,9.9,8.2,9.1,10.0,9.5,-5.1,9.9,4.95,25.0,1113.6
309.95,4639.0,4639.0,4639.0,4639.0,10.0,4.1,4.5,5.0,4.8,-5.0,10.0,4.98,25.0,1056.8
310.0,4139.0,4139.0,4139.0,4139.0,10.0,0.0,0.0,0.0,0.0,-5.0,10.0,5.0,25.0,1000.0
310.05,3639.0,3639.0,3639.0,3639.0,10.0,4.1,4.5,5.0,4.8,-5.0,10.0,0.02,25.0,1056.8
310.09,3139.0,3139.0,3139.0,3139.0,10.1,8.2,9.1,10.0,9.5,-4.9,10.1,0.05,25.0,1113.6
310.14,2639.0,2639.0,2639.0,2639.0,10.1,12.3,13.6,15.0,14.3,-4.9,10.1,0.07,24.9,1170.5
310.18,2139.0,2139.0,2139.0,2139.0,10.2,16.4,18.2,20.0,19.1,-4.8,10.2,0.09,24.9,1227.3
310.23,1639.0,1639.0,1639.0,1639.0,10.2,20.5,22.7,25.0,23.9,-4.8,10.2,0.11,24.9,1284.1
310.27,1139.0,1139.0,1139.0,1139.0,10.3,24.5,27.3,30.0,28.6,-4.7,10.3,0.14,24.9,1340.9
310.32,639.0,639.0,639.0,639.0,10.3,28.6,31.8,35.0,33.4,-4.7,10.3,0.16,24.8,1397.7
310.36,139.0,139.0,139.0,139.0,10.4,32.7,36.4,40.0,38.2,-4.6,10.4,0.18,24.8,1454.5
310.41,30.0,30.0,30.0,30.0,10.4,36.8,40.9,45.0,43.0,-4.6,10.4,0.2,24.8,1511.4
310.45,530.0,530.0,530.0,530.0,10.5,40.9,45.5,50.0,47.7,-4.5,10.5,0.23,24.8,1568.2
310.5,1030.0,1030.0,1030.0,1030.0,10.5,45.0,50.0,55.0,52.5,-4.5,10.5,0.25,24.8,1625.0
310.55,1530.0,1530.0,1530.0,1530.0,10.5,49.1,54.5,60.0,57.3,-4.5,10.5,0.27,24.7,1681.8
310.59,2030.0,2030.0,2030.0,2030.0,10.6,53.2,59.1,65.0,62.0,-4.4,10.6,0.3,24.7,1738.6
310.64,2530.0,2530.0,2530.0,2530.0,10.6,57.3,63.6,70.0,66.8,-4.4,10.6,0.32,24.7,1795.5
310.68,3030.0,3030.0,3030.0,3030.0,10.7,61.4,68.2,75.0,71.6,-4.3,10.7,0.34,24.7,1852.3
310.73,3530.0,3530.0,3530.0,3530.0,10.7,65.5,72.7,80.0,76.4,-4.3,10.7,0.36,24.6,1909.1
310.77,4030.0,4030.0,4030.0,4030.0,10.8,69.5,77.3,85.0,81.1,-4.2,10.8,0.39,24.6,1965.9
310.82,4530.0,4530.0,4530.0,4530.0,10.8,73.6,81.8,90.0,85.9,-4.2,10.8,0.41,24.6,2022.7
310.86,5030.0,5030.0,5030.0,5030.0,10.9,77.7,86.4,95.0,90.7,-4.1,10.9,0.43,24.6,2079.5
310.91,5530.0,5530.0,5530.0,5530.0,10.9,81.8,90.9,100.0,95.5,-4.1,10.9,0.45,24.5,2136.4
310.95,6030.0,6030.0,6030.0,6030.0,11.0,85.9,95.5,105.0,100.2,-4.0,11.0,0.48,24.5,2193.2
311.0,6530.0,6530.0,6530.0,6530.0,11.0,90.0,100.0,110.0,105.0,-4.0,11.0,0.5,24.5,2250.0
311.05,7030.0,7030.0,7030.0,7030.0,11.0,94.1,104.5,115.0,109.8,-4.0,11.0,0.52,24.5,2306.8
311.09,7530.0,7530.0,7530.0,7530.0,11.1,98.2,109.1,120.0,114.5,-3.9,11.1,0.55,24.5,2363.6
311.14,8030.0,8030.0,8030.0,8030.0,11.1,102.3,113.6,125.0,119.3,-3.9,11.1,0.57,24.4,2420.5
311.18,8530.0,8530.0,8530.0,8530.0,11.2,106.4,118.2,130.0,124.1,-3.8,11.2,0.59,24.4,2477.3
311.23,9030.0,9030.0,9030.0,9030.0,11.2,110.5,122.7,135.0,128.9,-3.8,11.2,0.61,24.4,2534.1
311.27,9530.0,9530.0,9530.0,9530.0,11.3,114.5,127.3,140.0,133.6,-3.7,11.3,0.64,24.4,2590.9
311.32,10030.0,10030.0,10030.0,10030.0,11.3,118.6,131.8,145.0,138.4,-3.7,11.3,0.66,24.3,2647.7
311.36,10530.0,10530.0,10530.0,10530.0,11.4,122.7,136.4,150.0,143.2,-3.6,11.4,0.68,24.3,2704.5
311.41,11030.0,11030.0,11030.0,11030.0,11.4,126.8,140.9,155.0,148.0,-3.6,11.4,0.7,24.3,2761.4
311.45,11530.0,11530.0,11530.0,11530.0,11.5,130.9,145.5,160.0,152.7,-3.5,11.5,0.73,24.3,2818.2
311.5,12030.0,12030.0,12030.0,12030.0,11.5,135.0,150.0,165.0,157.5,-3.5,11.5,0.75,24.3,2875.0
311.55,12530.0,12530.0,12530.0,12530.0,11.5,139.1,154.5,170.0,162.3,-3.5,11.5,0.77,24.2,2931.8
311.59,13030.0,13030.0,13030.0,13030.0,11.6,143.2,159.1,175.0,167.0,-3.4,11.6,0.8,24.2,2988.6
311.64,13530.0,13530.0,13530.0,13530.0,11.6,147.3,163.6,180.0,171.8,-3.4,11.6,0.82,24.2,3045.5
311.68,14030.0,14030.0,14030.0,14030.0,11.7,151.4,168.2,185.0,176.6,-3.3,11.7,0.84,24.2,3102.3
311.73,14530.0,14530.0,14530.0,14530.0,11.7,155.5,172.7,190.0,181.4,-3.3,11.7,0.86,24.1,3159.1
