Timestamp,Suspension1,Suspension2,Suspension3,Suspension4,Steering,RPM_FrontRight,RPM_FrontLeft,RPM_RearRight,RPM_RearLeft,Theta,Derajat,TPS,GPSS,RPM
2025-2-5 11:37:39,11810,11564,11651,10426,12784,0,0,0,0,140.86,0.0,5.0,100.0,13500.0
2025-2-5 11:37:39,11807,11554,11654,10423,12788,0,0,0,0,140.9,0.04,4.24649785726876,99.84113903310204,13478.553769468777
2025-2-5 11:37:39,11818,11542,11658,10422,12786,0,0,0,0,140.88,0.02,2.440203812355493,99.36556560468036,13414.351356631849
2025-2-5 11:37:39,11812,11549,11658,10418,12786,0,0,0,0,140.88,0.02,0.6699550118560631,98.57630171692172,13307.800731784435
2025-2-5 11:37:39,11811,11544,11661,10422,12786,0,0,0,0,140.88,0.02,0.0028604672454535,97.47836269880004,13159.578964338005
2025-2-5 11:37:39,11813,11536,11660,10418,12786,0,0,0,0,140.88,0.02,0.8410459135383959,96.07872533647584,12970.627920424236
2025-2-5 11:37:39,11812,11542,11662,10422,12785,0,0,0,0,140.87,0.01,2.679251726904593,94.38628353973652,12742.148277864431
2025-2-5 11:37:39,11812,11542,11657,10416,12788,0,0,0,0,140.9,0.04,4.40940429202208,92.41179182619206,12475.591896535929
2025-2-5 11:37:39,11813,11538,11660,10419,12786,0,0,0,0,140.88,0.02,4.988564676836475,90.16779698235226,12172.652592617556
2025-2-5 11:37:39,11811,11542,11662,10419,12789,0,0,0,0,140.91,0.05,4.067614008593621,87.6685583358414,11835.255375338587
2025-2-5 11:37:39,11808,11550,11661,10420,12789,0,0,0,0,140.91,0.05,2.2017029287901244,84.92995714537517,11465.544214625648
2025-2-5 11:37:39,11807,11540,11655,10420,12786,0,0,0,0,140.88,0.02,0.5156058348483037,81.96939568427624,11065.868417377293
2025-2-5 11:37:39,11806,11547,11662,10424,12788,0,0,0,0,140.9,0.04,0.0257049452786231,78.80568665879541,10638.76769893738
2025-2-5 11:37:39,11813,11536,11659,10423,12787,0,0,0,0,140.89,0.03,1.0273133560944412,75.45893366392357,10186.956044629682
2025-2-5 11:37:39,11816,11550,11650,10422,12786,0,0,0,0,140.88,0.02,2.916659800313873,71.95040343633008,9713.30446390456
2025-2-5 11:37:39,11811,11549,11652,10421,12788,0,0,0,0,140.9,0.04,4.554843002672126,68.30239071618874,9220.82274668548
2025-2-5 11:37:39,11811,11550,11653,10420,12786,0,0,0,0,140.88,0.02,4.954363320638585,64.53807657661869,8712.640337843524
2025-2-5 11:37:39,11809,11540,11662,10416,12787,0,0,0,0,140.89,0.03,3.8743892216913336,60.681381120976745,8191.986451331861
2025-2-5 11:37:39,11808,11541,11663,10420,12784,0,0,0,0,140.86,0.0,1.965930943951169,56.756811484027445,7662.169550343705
2025-2-5 11:37:39,11807,11542,11665,10415,12782,0,0,0,0,140.84,-0.02,0.3794104086904006,52.78930610285813,7126.556323885848
2025-2-5 11:37:39,11810,11540,11662,10412,12779,0,0,0,0,140.81,-0.05,0.0711849141539104,48.80407624710985,6588.550293359829
2025-2-5 11:37:39,11812,11539,11666,10423,12790,0,0,0,0,140.92,0.06,1.2270533168038142,44.8264458155104,6051.570185093903
2025-2-5 11:37:39,11809,11546,11663,10415,12784,0,0,0,0,140.86,0.0,3.1502561621504825,40.881690416712814,5519.028206256231
2025-2-5 11:37:39,11811,11540,11666,10418,12784,0,0,0,0,140.86,0.0,4.681483478293484,36.99487675699025,4994.308362193684
2025-2-5 11:37:39,11809,11544,11668,10422,12785,0,0,0,0,140.87,0.01,4.897708814254928,33.19070335538817,4480.744952977404
2025-2-5 11:37:39,11811,11548,11663,10419,12785,0,0,0,0,140.87,0.01,3.668591166867045,29.493343598499568,3981.6013857974417
2025-2-5 11:37:39,11811,11543,11664,10422,12785,0,0,0,0,140.87,0.01,1.735044760910259,25.92629213216244,3500.049437841929
2025-2-5 11:37:39,11809,11545,11664,10422,12788,0,0,0,0,140.9,0.04,0.2626146843515613,22.51221556617342,3039.149101433412
2025-2-5 11:37:39,11807,11552,11666,10421,12787,0,0,0,0,140.89,0.03,0.1388843113580788,19.272808440706022,2601.829139495313
2025-2-5 11:37:39,11806,11546,11667,10415,12784,0,0,0,0,140.86,0.0,1.4384385228670156,16.228655369685328,2190.868474907519
